node,node_bef_goal,path,path_len,time
33011,14044,-RDR,4,0.018000125885
33012,14044,-RDR,4,0.0190000534058
33013,24044,-RDR,4,0.0159997940063
33014,14024,UUURDR,6,0.110000133514
33015,11044,-DUR,4,0.0199999809265
33020,14024,RRDR,4,0.00799989700317
33021,11044,UR-LLR,6,0.145999908447
33022,14024,RRLLR,5,0.0410001277924
33023,11024,UURU-LR,7,0.495000123978
33024,14301,RRLRD,5,0.0419998168945
33025,21044,RL--DR,6,0.234000205994
33030,24044,--LRR,5,0.0839998722076
33031,21044,-UDR,4,0.0160000324249
33032,14044,-LRR,4,0.0169999599457
33033,24044,-LRR,4,0.0160000324249
33034,14044,UUURDR,6,0.0729999542236
33035,11044,-UDR,4,0.0169999599457
33040,14024,RRDR,4,0.00699996948242
33041,11044,UR-LLR,6,0.125
33042,14024,RRLLR,5,0.039999961853
33043,14024,-RD-LR,6,0.398000001907
33044,14044,DRRR,4,0.0130000114441
33045,21044,RL--DR,6,0.246000051498
33050,24044,--LRR,5,0.0899999141693
33051,21024,-LUR,4,0.0190000534058
33052,21044,UUULUR,6,0.107000112534
33053,24044,D-LRR,5,0.0599999427795
33054,14044,D-LRR,5,0.0750000476837
33055,11024,-LUR,4,0.0199999809265
33100,14024,LR-LR,5,0.0749998092651
33101,11024,UULUR,5,0.0250000953674
33102,11044,RR-UUR,6,0.225000143051
33103,24044,LRR,3,0.00399994850159
33104,24044,R-UUR,5,0.0510001182556
33105,10125,RDRDL,5,0.0469999313354
33110,24044,-DUR,4,0.0199999809265
33111,21024,-DUR,4,0.0209999084473
33112,14044,UUR-R,5,0.0260000228882
33113,24044,UUR-R,5,0.0230000019073
33114,11024,R--LR,5,0.063000202179
33115,11024,-DUR,4,0.021999835968
33120,24044,R-RUR,5,0.055999994278
33121,11044,UULUR,5,0.0270001888275
33122,14044,UUR-R,5,0.0259997844696
33123,24044,LRR,3,0.00400018692017
33124,11044,RRR-R,5,0.0429999828339
33125,14301,RLRD,4,0.010999917984
33130,24024,D-DUR,5,0.074000120163
33131,21024,-UDR,4,0.0199999809265
33132,11044,DR--LR,6,0.380999803543
33133,24044,URLRR,5,0.0299999713898
33134,14024,U-R-LR,6,0.219000101089
33135,11024,-UDR,4,0.0209999084473
33140,24044,R-RUR,5,0.0529999732971
33141,24044,R-RUR,5,0.0549998283386
33142,14044,UUR-R,5,0.0250000953674
33143,24024,RLLR,4,0.00999999046326
33144,11044,RRR-R,5,0.0420000553131
33145,14301,RLRD,4,0.00999999046326
33150,14044,-DUR,4,0.0199999809265
33151,11044,UULUR,5,0.0269999504089
33152,14044,UUR-R,5,0.0269999504089
33153,24044,UUR-R,5,0.0230000019073
33154,11024,R--LR,5,0.063000202179
33155,14044,R-LLR,5,0.0659999847412
33200,14044,UUULRR,6,0.113999843597
33201,10525,R--UL,5,0.0569999217987
33202,14044,RLRR,4,0.010999917984
33203,14024,R-UUR,5,0.0520000457764
33204,24024,R-UUR,5,0.0529999732971
33205,10325,R-UL,4,0.0110001564026
33210,14301,-U-RD,5,0.0979998111725
33211,14024,-RDR,4,0.0210001468658
33212,14024,-RDR,4,0.0309998989105
33213,24024,-RDR,4,0.0190000534058
33214,21024,UUUR-R,6,0.134000062943
33215,21044,D-LUR,5,0.085000038147
33220,21024,RR-R,4,0.0090000629425
33221,24044,R-RUR,5,0.0569999217987
33222,14024,RRLLR,5,0.0480000972748
33223,11024,UUUR-R,6,0.123999834061
33224,14301,RRLRD,5,0.0500001907349
33225,11024,RR-R,4,0.00899982452393
33230,14044,UUULRR,6,0.118000030518
33231,14044,-LRR,4,0.0220000743866
33232,14044,-LRR,4,0.0209999084473
33233,24044,-LRR,4,0.0199999809265
33234,21044,D-R-R,5,0.0829999446869
33235,21044,D-R-R,5,0.0719997882843
33240,21024,RR-R,4,0.0110001564026
33241,24044,R-RUR,5,0.0550000667572
33242,14024,RRLLR,5,0.0469999313354
33243,11024,UUUR-R,6,0.119999885559
33244,14301,RRLRD,5,0.0469999313354
33245,11024,RR-R,4,0.0090000629425
33250,14044,UUULRR,6,0.12700009346
33251,21044,-LUR,4,0.0230000019073
33252,14301,-RLRD,5,0.116999864578
33253,24044,D-LRR,5,0.0759999752045
33254,14044,D-LRR,5,0.0870001316071
33255,11044,-LUR,4,0.0230000019073
33300,14301,R-RD,4,0.00999999046326
33301,24044,RDR,3,0.0019998550415
33302,14044,URL--RR,7,0.547000169754
33303,24044,LRR,3,0.00499987602234
33304,14024,RD-LR,5,0.0380001068115
33305,11044,UUUDR,5,0.0190000534058
33310,24044,-UDR,4,0.0149998664856
33311,21044,-DUR,4,0.018000125885
33312,14044,-URRDR,6,0.460000038147
33313,11024,UUDUR,5,0.0450000762939
33314,14044,RR-LRR,6,0.225999832153
33315,11044,-DUR,4,0.0199999809265
33320,14024,R-LR,4,0.00999999046326
33321,24024,RDR,3,0.0019998550415
33322,14301,R-UUUD,6,0.230999946594
33323,24044,LRR,3,0.00699996948242
33324,14024,RDL-LR,6,0.213999986649
33325,14301,RLRD,4,0.0110001564026
33330,24024,D-UDR,5,0.0590000152588
33331,21044,-UDR,4,0.0169999599457
33332,14044,-URLRR,6,0.43499994278
33333,11044,UUDUR,5,0.0169999599457
33334,24044,RR-LRR,6,0.208999872208
33335,11044,-UDR,4,0.018000125885
33340,14024,R-LR,4,0.00999999046326
33341,24024,RDR,3,0.0019998550415
33342,14301,--UUD,5,0.095999956131
33343,24024,RLLR,4,0.00999999046326
33344,14301,--UUD,5,0.0950000286102
33345,14301,RLRD,4,0.00999999046326
33350,14044,-UDR,4,0.0139999389648
33351,21024,-LUR,4,0.0199999809265
33352,14044,-UDRRR,6,0.457000017166
33353,24044,LURRR,5,0.0620000362396
33354,14044,RR-LRR,6,0.220999956131
33355,11024,-LUR,4,0.0309998989105
33400,14044,UUULRR,6,0.114000082016
33401,14301,UR-LRD,6,0.167999982834
33402,14044,RLRR,4,0.0120000839233
33403,14044,R-UUR,5,0.0550000667572
33404,24044,R-UUR,5,0.0549998283386
33405,14024,RD--R,5,0.0500001907349
33410,21044,URRR-R,6,0.155999898911
33411,14024,-RDR,4,0.0220000743866
33412,14024,-RDR,4,0.0199999809265
33413,24024,-RDR,4,0.0209999084473
33414,21044,UUUR-R,6,0.136000156403
33415,11024,-DUR,4,0.0239999294281
33420,21044,RR-R,4,0.0090000629425
33421,24044,R-RUR,5,0.0599999427795
33422,14024,RRLLR,5,0.0499999523163
33423,11044,UUUR-R,6,0.127999782562
33424,14301,RRLRD,5,0.0490000247955
33425,11044,RR-R,4,0.0090000629425
33430,14044,UUULRR,6,0.125
33431,21024,-UDR,4,0.0209999084473
33432,14024,-RLLR,5,0.108000040054
33433,24024,-RLLR,5,0.107000112534
33434,21044,D-R-R,5,0.0820000171661
33435,11024,-UDR,4,0.0199999809265
33440,21044,RR-R,4,0.00800013542175
33441,24044,R-RUR,5,0.0550000667572
33442,14024,RRLLR,5,0.0490000247955
33443,11044,UUUR-R,6,0.12700009346
33444,14301,RRLRD,5,0.0490000247955
33445,11044,RR-R,4,0.00999999046326
33450,14044,UUULRR,6,0.125
33451,21024,-ULLR,5,0.116000175476
33452,14301,-RLRD,5,0.121999979019
33453,14301,-RLRD,5,0.124000072479
33454,21044,UUUR-R,6,0.140999794006
33455,11024,-ULLR,5,0.117000102997
33500,14044,DR-LR,5,0.069000005722
33501,11024,UULUR,5,0.0260000228882
33502,11024,RR-UUR,6,0.24799990654
33503,24044,LRR,3,0.00499987602234
33504,14044,RD-LR,5,0.0480000972748
33505,10525,RDRDL,5,0.0460000038147
33510,24024,-LUR,4,0.0220000743866
33511,11044,D-LUR,5,0.0829999446869
33512,14024,UUR-R,5,0.0260000228882
33513,24024,UUR-R,5,0.0239999294281
33514,14044,D--UR,5,0.0859999656677
33515,21044,D-LUR,5,0.0880000591278
33520,14044,R-LR,4,0.0120000839233
33521,24044,R-LR,4,0.010999917984
33522,14024,UUR-R,5,0.0250000953674
33523,24044,LRR,3,0.00399994850159
33524,11024,RRR-R,5,0.0429999828339
33525,14301,RLRD,4,0.00999999046326
33530,10125,RDR-L,5,0.0490000247955
33531,11024,UULUR,5,0.0260000228882
33532,24044,D--UR,5,0.0840001106262
33533,24044,URLRR,5,0.0279998779297
33534,24044,D--UR,5,0.0820000171661
33535,21024,RD--R,5,0.0529999732971
33540,14044,R-LR,4,0.0119998455048
33541,24044,R-LR,4,0.0110001564026
33542,14024,UUR-R,5,0.0239999294281
33543,24024,RLLR,4,0.0110001564026
33544,11024,RRR-R,5,0.0409998893738
33545,14301,RLRD,4,0.00999999046326
33550,14024,-LUR,4,0.0209999084473
33551,21044,-LUR,4,0.0220000743866
33552,14024,UUR-R,5,0.0260000228882
33553,24024,UUR-R,5,0.0230000019073
33554,14044,U---RR,6,0.256999969482
33555,11044,-LUR,4,0.0239999294281
34000,14301,UL-UD,5,0.0249998569489
34001,11044,L-DR,4,0.0140001773834
34002,21044,L-DR,4,0.0139999389648
34003,14024,R-LUUR,6,0.25
34004,14301,UUUD,4,0.00499987602234
34005,21044,R--DR,5,0.0460000038147
34010,14044,UUUDRR,6,0.0909998416901
34011,11044,UR-LLR,6,0.149999856949
34012,24044,UUUUR,5,0.0209999084473
34013,11024,UU-LR,5,0.0220000743866
34014,21024,UU-LR,5,0.0249998569489
34015,11044,URD-DR,6,0.132000207901
34020,14301,UUDUD,5,0.0199999809265
34021,11044,L-LLR,5,0.0920000076294
34022,14044,RRR,3,0.00200009346008
34023,14044,-RLRR,5,0.0769999027252
34024,14301,UDUUD,5,0.0269999504089
34025,11044,URD-DR,6,0.12900018692
34030,14301,UL-UD,5,0.029000043869
34031,11024,UUD-LR,6,0.118999958038
34032,10325,UUULL,5,0.021999835968
34033,11024,DUU-LR,6,0.305999994278
34034,14301,UUUD,4,0.00600004196167
34035,11024,UDU-LR,6,0.148000001907
34040,14044,RRRRR,5,0.0309998989105
34041,11044,-LLR,4,0.018000125885
34042,14044,RRR,3,0.0019998550415
34043,11024,UU-LR,5,0.0199999809265
34044,21024,UU-LR,5,0.0230000019073
34045,14044,-ULRR,5,0.0769999027252
34050,14301,UUDUD,5,0.0210001468658
34051,11044,UR-LLR,6,0.148999929428
34052,24024,UUUUR,5,0.0220000743866
34053,11024,UUL-LR,6,0.112999916077
34054,14301,UDUUD,5,0.0299999713898
34055,11044,URD-DR,6,0.134000062943
34100,14301,UL-UD,5,0.0310001373291
34101,24024,LRDR,4,0.0139999389648
34102,10125,U-RDL,5,0.0380001068115
34103,24024,RLR,3,0.00299978256226
34104,10525,R-DUL,5,0.0550000667572
34105,14301,RDLRD,5,0.0420000553131
34110,14024,-RDR,4,0.0190000534058
34111,14044,R--LR,5,0.0599999427795
34112,10325,--DL,4,0.0239999294281
34113,14024,--RDR,5,0.118000030518
34114,11044,R--LR,5,0.0650000572205
34115,11044,-UR-R,5,0.095999956131
34120,14024,-RDR,4,0.0179998874664
34121,24024,LRDR,4,0.0140001773834
34122,14044,UDD-R,5,0.0329999923706
34123,24044,UDD-R,5,0.029000043869
34124,24044,-UR-R,5,0.0969998836517
34125,14301,LRLRD,5,0.066999912262
34130,24024,-RDR,4,0.0190000534058
34131,14044,UULLUR,6,0.151000022888
34132,10125,U-RDL,5,0.0420000553131
34133,10125,U-RDL,5,0.0379998683929
34134,14301,-R--D,5,0.116000175476
34135,24044,UURD-R,6,0.131999969482
34140,14024,D-RDR,5,0.0679998397827
34141,24044,LRDR,4,0.0140001773834
34142,21044,UD--LR,6,0.171999931335
34143,24044,LLRR,4,0.0139999389648
34144,14024,RDL-LR,6,0.236000061035
34145,24044,DRDLR,5,0.0520000457764
34150,14024,-DUR,4,0.0309998989105
34151,24024,U-LLR,5,0.039999961853
34152,14044,UDD-R,5,0.0350000858307
34153,24044,UDD-R,5,0.0320000648499
34154,11044,R--LR,5,0.0680000782013
34155,14024,UUUDLR,6,0.134999990463
34200,14301,UL-UD,5,0.0339999198914
34201,11044,L-DR,4,0.0169999599457
34202,21044,L-DR,4,0.0160000324249
34203,21044,-RR-R,5,0.0980000495911
34204,21024,RDR-R,5,0.0460000038147
34205,11024,RDR-R,5,0.0480000972748
34210,14024,-U-LR,5,0.0929999351501
34211,11044,-UR-R,5,0.102999925613
34212,24044,-R-RUR,6,0.539999961853
34213,11044,UU-LR,5,0.029000043869
34214,21044,UU-LR,5,0.0269999504089
34215,11044,-UR-R,5,0.134000062943
34220,14044,RRDLR,5,0.0450000762939
34221,11044,L-LLR,5,0.110000133514
34222,14044,RDLRR,5,0.055999994278
34223,11024,UUL-LR,6,0.154000043869
34224,10525,RRRDL,5,0.0469999313354
34225,11024,RDR-R,5,0.0569999217987
34230,14301,UL-UD,5,0.0380001068115
34231,11044,UUD-LR,6,0.174999952316
34232,10325,UUULL,5,0.0269999504089
34233,11044,DUU-LR,6,0.415999889374
34234,21044,UDU-LR,6,0.213000059128
34235,11044,UDU-LR,6,0.202999830246
34240,14044,RRDLR,5,0.0440001487732
34241,14044,-ULRR,5,0.111000061035
34242,14044,RDLRR,5,0.0569999217987
34243,11044,UU-LR,5,0.0260000228882
34244,21044,UU-LR,5,0.0270001888275
34245,11024,RDR-R,5,0.050999879837
34250,10325,UDUULL,6,0.183000087738
34251,11044,-RR-R,5,0.129999876022
34252,11044,-RR-R,5,0.117999792099
34253,10125,RRR-L,5,0.0609998703003
34254,14301,UULLUD,6,0.161000013351
34255,11024,R-RR-R,6,0.394000053406
34300,14301,UL-UD,5,0.0360000133514
34301,24024,LRDR,4,0.0130000114441
34302,10525,-L-UL,5,0.0969998836517
34303,24024,RLR,3,0.00300002098083
34304,14024,RD-LR,5,0.0440001487732
34305,14301,RRD,3,0.0019998550415
34310,24024,-UDR,4,0.0150001049042
34311,14044,UUUR,4,0.00399994850159
34312,14044,--RR,4,0.0199999809265
34313,24044,URRR,4,0.00499987602234
34314,10325,-L-LL,5,0.110999822617
34315,14044,--RR,4,0.021999835968
34320,14024,R-LR,4,0.00999999046326
34321,14024,UUUR,4,0.00399994850159
34322,14044,--RR,4,0.0199999809265
34323,24044,URRR,4,0.00600004196167
34324,14044,--DRR,5,0.109999895096
34325,14044,--RR,4,0.0240001678467
34330,14301,UL-UD,5,0.0339999198914
34331,14044,UDUUR,5,0.0310001373291
34332,24044,--RR,4,0.021999835968
34333,14044,UUDUR,5,0.0249998569489
34334,14044,D--RR,5,0.101000070572
34335,24044,--RR,4,0.0239999294281
34340,14024,R-LR,4,0.0110001564026
34341,14044,UUUR,4,0.00499987602234
34342,24044,-ULRR,5,0.085000038147
34343,24044,DRR,3,0.00400018692017
34344,14044,D--RR,5,0.0750000476837
34345,24024,RRDUR,5,0.0379998683929
34350,14024,-UDR,4,0.0179998874664
34351,14024,UUUR,4,0.00500011444092
34352,10125,-D-DL,5,0.114000082016
34353,24044,URRR,4,0.00899982452393
34354,24044,D--RR,5,0.0840001106262
34355,24024,RRDUR,5,0.0590000152588
34400,14301,UL-UD,5,0.0380001068115
34401,11044,L-DR,4,0.0209999084473
34402,21044,L-DR,4,0.0179998874664
34403,21044,-RR-R,5,0.109999895096
34404,21044,RDR-R,5,0.0780000686646
34405,11044,RDR-R,5,0.055999994278
34410,10325,UL-ULL,6,0.212999820709
34411,14044,U--R,4,0.00999999046326
34412,21024,UR-LLR,6,0.202999830246
34413,23451,R-R--,5,0.0699999332428
34414,14044,-UR-R,5,0.111000061035
34415,11044,-UR-R,5,0.116999864578
34420,14044,RRDLR,5,0.055999994278
34421,14024,UD-DR,5,0.0419998168945
34422,14044,RDLRR,5,0.0650000572205
34423,11024,UUL-LR,6,0.148999929428
34424,10125,RRRDL,5,0.0479998588562
34425,11044,RDR-R,5,0.0540001392365
34430,14301,UL-UD,5,0.0360000133514
34431,14024,U-LLR,5,0.0450000762939
34432,10325,UUULL,5,0.0230000019073
34433,14024,U--LLR,6,0.25
34434,14301,UDLUUD,6,0.188999891281
34435,14044,DU--R,5,0.0700001716614
34440,14044,RRDLR,5,0.0379998683929
34441,14044,U--R,4,0.00799989700317
34442,21024,-LLR,4,0.0199999809265
34443,14301,UUL-RD,6,0.134000062943
34444,10125,RRRDL,5,0.0390000343323
34445,11044,RDR-R,5,0.0460000038147
34450,10325,UDUULL,6,0.172999858856
34451,14024,UD-DR,5,0.0390000343323
34452,11044,-RR-R,5,0.177999973297
34453,23451,R-R--,5,0.0960001945496
34454,14301,UULLUD,6,0.162999868393
34455,14024,URR--R,6,0.192000150681
34500,14301,UL-UD,5,0.0360000133514
34501,24024,LRDR,4,0.0149998664856
34502,10125,U-RDL,5,0.0379998683929
34503,24024,RLR,3,0.00299978256226
34504,14044,RD-LR,5,0.0490000247955
34505,14301,RDLRD,5,0.0879998207092
34510,14044,D-LUR,5,0.109000205994
34511,24044,U--R,4,0.0130000114441
34512,23451,--,2,0.000999927520752
34513,10525,UUURDL,6,0.227999925613
34514,24044,--UR,4,0.0529999732971
34515,21044,--UR,4,0.0859999656677
34520,14044,R-LR,4,0.010999917984
34521,24044,R-LR,4,0.0149998664856
34522,14024,UDD-R,5,0.0520000457764
34523,24024,UDD-R,5,0.050999879837
34524,24044,-UR-R,5,0.171000003815
34525,14301,LRLRD,5,0.0880000591278
34530,10325,D-L,3,0.00400018692017
34531,24024,U-LLR,5,0.0699999332428
34532,10125,U-RDL,5,0.0510001182556
34533,10125,U-RDL,5,0.0379998683929
34534,10125,RRD-L,5,0.0650000572205
34535,24044,DU--R,5,0.0769999027252
34540,14044,R-LR,4,0.0110001564026
34541,24044,U--R,4,0.00799989700317
34542,24044,-ULRR,5,0.118999958038
34543,24044,LLRR,4,0.0130000114441
34544,14024,RDL-LR,6,0.269000053406
34545,24044,DRDLR,5,0.0629999637604
34550,24044,L-UDR,5,0.108999967575
34551,11044,--UR,4,0.0409998893738
34552,14044,--UR,4,0.0250000953674
34553,24024,UDD-R,5,0.0369999408722
34554,14044,--UR,4,0.0250000953674
34555,11044,--UR,4,0.0309998989105
35000,14024,RLRDR,5,0.0550000667572
35001,11044,U--LLR,6,0.22000002861
35002,14024,RRLR,4,0.0120000839233
35003,14024,R-LUUR,6,0.368999958038
35004,14301,RRRD,4,0.0119998455048
35005,10325,-RU-UL,6,0.52899980545
35010,14301,-U-UD,5,0.0939998626709
35011,11024,D-LUR,5,0.0820000171661
35012,21044,UUUUR,5,0.0269999504089
35013,24044,L-LRR,5,0.0950000286102
35014,21024,UUUDUR,6,0.131000041962
35015,21024,D-LUR,5,0.085000038147
35020,14044,RLRDR,5,0.0539999008179
35021,11044,UR-LLR,6,0.161999940872
35022,14044,RDRR,4,0.0149998664856
35023,14301,D-R-RD,6,0.383000135422
35024,14044,DRLRR,5,0.0709998607635
35025,11044,URD-DR,6,0.180000066757
35030,14301,-U-UD,5,0.128000020981
35031,14044,-LRR,4,0.0209999084473
35032,14044,-LRR,4,0.0210001468658
35033,24044,-LRR,4,0.0190000534058
35034,14044,D-RDR,5,0.0749998092651
35035,14044,D-RDR,5,0.108000040054
35040,14044,RLRDR,5,0.0709998607635
35041,11044,UR-LLR,6,0.322000026703
35042,14044,RDRR,4,0.0120000839233
35043,14044,-RD-LR,6,0.529000043869
35044,21024,UUUDUR,6,0.133000135422
35045,11044,URD-DR,6,0.157999992371
35050,10125,UD-D-L,6,0.170000076294
35051,21024,-LUR,4,0.0249998569489
35052,21024,UUUUR,5,0.0210001468658
35053,24044,D-LRR,5,0.0699999332428
35054,14044,D-LRR,5,0.0799999237061
35055,11024,-LUR,4,0.0220000743866
35100,14024,LR-LR,5,0.105999946594
35101,14301,DRLRD,5,0.0750000476837
35102,11044,DRRR-R,6,0.420000076294
35103,14024,U---R,5,0.0539999008179
35104,14301,RL-UD,5,0.058000087738
35105,14044,U---R,5,0.0520000457764
35110,14044,D-DUR,5,0.0889999866486
35111,14301,-ULRD,5,0.164000034332
35112,14044,R-U--R,6,0.710000038147
35113,10125,UUURDL,6,0.174000024796
35114,21044,RR-R-R,6,0.293999910355
35115,14024,R-LLR,5,0.0750000476837
35120,14301,RL-RD,5,0.066999912262
35121,24044,RDLR,4,0.010999917984
35122,21024,R-D-DR,6,0.368999958038
35123,24044,DLRR,4,0.0160000324249
35124,11044,RRDR-R,6,0.285000085831
35125,10125,RRDL,4,0.010999917984
35130,24044,D-DUR,5,0.0889999866486
35131,11024,D-DUR,5,0.100000143051
35132,11024,DR--LR,6,0.474999904633
35133,14024,U---R,5,0.0520000457764
35134,14044,URDU-R,6,0.203999996185
35135,14044,U---R,5,0.0479998588562
35140,10325,-UUL,4,0.0190000534058
35141,24044,RDLR,4,0.0110001564026
35142,21024,R-D-DR,6,0.342000007629
35143,24044,DLRR,4,0.0160000324249
35144,11044,RRDR-R,6,0.259000062943
35145,10125,RRDL,4,0.0149998664856
35150,24024,L-UDR,5,0.110000133514
35151,11024,D-UDR,5,0.0970001220703
35152,14044,R-U--R,6,0.407999992371
35153,24044,LURRR,5,0.0989999771118
35154,21044,RR-R-R,6,0.338000059128
35155,14024,R-LLR,5,0.0739998817444
35200,14024,RLRDR,5,0.0609998703003
35201,11024,-R-R,4,0.0230000019073
35202,14024,RRLR,4,0.010999917984
35203,11024,RRD-R,5,0.0499999523163
35204,14301,RL-UD,5,0.0770001411438
35205,14024,-R-R,4,0.0220000743866
35210,24044,L--UDR,6,0.59299993515
35211,21024,-R-R,4,0.0240001678467
35212,21024,-R-R,4,0.0249998569489
35213,24044,L-LRR,5,0.103000164032
35214,14301,D-RLRD,6,0.549999952316
35215,24024,-R-R,4,0.0269999504089
35220,23451,U--D-,5,0.0460000038147
35221,10325,DR-UL,5,0.0920000076294
35222,14044,LRRR,4,0.0220000743866
35223,14024,DR-UUR,6,0.459000110626
35224,14044,DRLRR,5,0.0889999866486
35225,10325,RDD-UL,6,0.361000061035
35230,14024,UUURLR,6,0.15299987793
35231,14044,-LRR,4,0.029000043869
35232,14044,-LRR,4,0.0239999294281
35233,24044,-LRR,4,0.0240001678467
35234,14024,D-RDR,5,0.0969998836517
35235,14024,D-RDR,5,0.0980000495911
35240,14044,RLRDR,5,0.0640001296997
35241,11024,DRR-R,5,0.085000038147
35242,14044,RLLRR,5,0.0639998912811
35243,11024,-RRR-R,6,0.641000032425
35244,14044,RDRDLR,6,0.391000032425
35245,10325,RDD-UL,6,0.368999958038
35250,23451,U--D-,5,0.0609998703003
35251,21044,-LUR,4,0.0269999504089
35252,14301,-RLRD,5,0.148000001907
35253,24044,D-LRR,5,0.103999853134
35254,14044,D-LRR,5,0.111999988556
35255,11044,-LUR,4,0.029000043869
35300,14024,DR-LR,5,0.0629999637604
35301,11044,UDUUR,5,0.0390000343323
35302,14301,D--UUD,6,0.400000095367
35303,11044,UUDUR,5,0.0280001163483
35304,14024,RD-LR,5,0.0529999732971
35305,24024,DRDR,4,0.0179998874664
35310,14044,D-UDR,5,0.0730001926422
35311,11044,UUUR,4,0.00599980354309
35312,11044,U-RD-R,6,0.241999864578
35313,24044,URRR,4,0.00599980354309
35314,14044,RR-LRR,6,0.353999853134
35315,10525,RD-UL,5,0.055999994278
35320,14024,R-LR,4,0.0150001049042
35321,11024,UUUR,4,0.0090000629425
35322,14024,DRD-LR,6,0.351999998093
35323,24044,RR,2,0.00300002098083
35324,14024,RDL-LR,6,0.256999969482
35325,10325,RRDL,4,0.0139999389648
35330,24044,D-UDR,5,0.066999912262
35331,11044,UDUUR,5,0.0320000648499
35332,14044,-URLRR,6,0.529000043869
35333,11044,UUDUR,5,0.0310001373291
35334,24044,RR-LRR,6,0.270999908447
35335,14301,RURRD,5,0.047000169754
35340,14024,R-LR,4,0.0160000324249
35341,11044,UUUR,4,0.00499987602234
35342,11044,U-RD-R,6,0.197999954224
35343,24044,RR,2,0.000999927520752
35344,14024,RDL-LR,6,0.268000125885
35345,10325,RRDL,4,0.00999999046326
35350,24024,L-UDR,5,0.0799999237061
35351,11024,UUUR,4,0.00600004196167
35352,14301,R--LRD,6,0.363999843597
35353,24044,URRR,4,0.00699996948242
35354,14044,RR-LRR,6,0.274000167847
35355,11024,-LUR,4,0.0260000228882
35400,14024,RLRDR,5,0.0650000572205
35401,11024,-R-R,4,0.0289998054504
35402,14024,RRLR,4,0.00999999046326
35403,11024,U---R,5,0.0469999313354
35404,14301,RL-UD,5,0.0620000362396
35405,14024,-R-R,4,0.0319998264313
35410,14024,R-U--R,6,0.40700006485
35411,21024,-R-R,4,0.0270001888275
35412,21024,-R-R,4,0.0230000019073
35413,24044,L-LRR,5,0.113999843597
35414,23451,UD---,5,0.0710000991821
35415,11024,R--R,4,0.0130000114441
35420,14044,RLRDR,5,0.0640001296997
35421,14044,URU--R,6,0.193000078201
35422,14044,LRRR,4,0.0199999809265
35423,14044,DR-UUR,6,0.547999858856
35424,14044,DRLRR,5,0.0869998931885
35425,14024,R--R,4,0.0160000324249
35430,14024,UUURLR,6,0.150000095367
35431,11024,D-DUR,5,0.105000019073
35432,14024,-RLLR,5,0.141999959946
35433,11024,U---R,5,0.115000009537
35434,14024,D-RDR,5,0.0989999771118
35435,11044,U---R,5,0.0780000686646
35440,14044,RLRDR,5,0.0590000152588
35441,11044,DRR-R,5,0.077999830246
35442,14044,RLLRR,5,0.0609998703003
35443,11024,-RRR-R,6,0.610999822617
35444,23451,UD---,5,0.0439999103546
35445,14024,R--R,4,0.0130000114441
35450,14301,--D-D,5,0.148000001907
35451,11024,D-UDR,5,0.0920000076294
35452,14301,-RLRD,5,0.130000114441
35453,14301,-RLRD,5,0.125999927521
35454,21024,URD-DR,6,0.186000108719
35455,11024,R--R,4,0.0130000114441
35500,14044,DR-LR,5,0.0729999542236
35501,14024,U--LR,5,0.0439999103546
35502,21044,U--R-R,6,0.244999885559
35503,24024,RURLR,5,0.0469999313354
35504,14044,RD-LR,5,0.055999994278
35505,24044,DR-LR,5,0.069000005722
35510,24044,-LUR,4,0.0239999294281
35511,21024,--UR,4,0.0250000953674
35512,24024,--UR,4,0.0239999294281
35513,21044,--LUR,5,0.121999979019
35514,10125,RR-L,4,0.010999917984
35515,21024,R--R,4,0.0130000114441
35520,14044,R-LR,4,0.0120000839233
35521,24044,RDLR,4,0.0120000839233
35522,14044,DRD-LR,6,0.398999929428
35523,24044,DLRR,4,0.0160000324249
35524,11024,RRDR-R,6,0.289999961853
35525,10525,RRDL,4,0.0120000839233
35530,24024,D-LUR,5,0.0940001010895
35531,14024,U--LR,5,0.050999879837
35532,21044,U--R-R,6,0.279000043869
35533,24024,RURLR,5,0.0490000247955
35534,14024,URDU-R,6,0.197000026703
35535,11024,L-LUR,5,0.116999864578
35540,14044,R-LR,4,0.0139999389648
35541,24044,RDLR,4,0.00999999046326
35542,11024,DRRR-R,6,0.400000095367
35543,24044,DLRR,4,0.0160000324249
35544,11024,RRDR-R,6,0.27799987793
35545,10525,RRDL,4,0.010999917984
35550,14044,-LUR,4,0.0230000019073
35551,21044,-LUR,4,0.0249998569489
35552,14024,--UR,4,0.0260000228882
35553,24044,LURRR,5,0.0940001010895
35554,10125,RR-L,4,0.010999917984
35555,21024,R--R,4,0.0130000114441
40000,14024,ULUR,4,0.00399994850159
40001,14301,-URRD,5,0.069000005722
40002,14044,UDUR,4,0.00500011444092
40003,14301,U-URRD,6,0.125
40004,14044,UUDR,4,0.00600004196167
40005,10325,-ULL,4,0.0139999389648
40010,14024,DUUR,4,0.010999917984
40011,24044,RL--RR,6,0.24599981308
40012,14024,UDUR,4,0.0090000629425
40013,11044,-L-DR,5,0.0949997901917
40014,14024,UUDR,4,0.00600004196167
40015,24044,R-UDR,5,0.0529999732971
40020,14044,ULUR,4,0.00599980354309
40021,14044,U-LRR,5,0.0340001583099
40022,24024,RRLLR,5,0.0360000133514
40023,21044,-L-DR,5,0.0820000171661
40024,14301,RRLRD,5,0.0340001583099
